"Time"	"6 sonic do"	"5 sonicinl"	"3 WP right"	"2 WPcentre"	"1 WP left"
0.73	-301.80	-484.11	-99.24	1272.33	1173.06
0.74	-302.16	-483.66	-98.86	1275.28	1175.04
0.75	-301.75	-483.43	-98.75	1275.43	1173.95
0.76	-302.28	-483.84	-99.06	1274.25	1172.98
0.77	-301.90	-482.68	-99.07	1275.58	1173.27
0.78	-302.06	-484.94	-98.98	1277.46	1173.47
0.79	-300.47	-484.06	-98.72	1273.56	1173.52
0.80	-302.11	-484.24	-98.74	1274.46	1173.10
0.81	-301.58	-484.17	-99.14	1274.34	1173.07
0.82	-301.84	-484.00	-98.93	1274.88	1173.36
0.83	-301.68	-484.41	-98.81	1275.66	1173.01
0.84	-301.60	-483.62	-98.88	1275.61	1173.42
0.85	-302.62	-485.02	-98.93	1275.70	1173.09
0.86	-302.14	-484.49	-99.10	1275.03	1172.94
0.87	-301.27	-484.05	-98.74	1274.81	1172.89
0.88	-301.43	-484.31	-98.78	1274.87	1172.72
0.89	-301.57	-483.20	-99.13	1276.24	1173.38
0.90	-302.83	-484.59	-99.05	1276.40	1173.22
0.91	-300.85	-483.49	-98.95	1275.31	1173.70
0.92	-302.11	-484.28	-98.85	1277.52	1171.55
0.93	-300.79	-483.78	-98.96	1274.86	1173.42
0.94	-301.99	-484.38	-99.22	1275.34	1172.60
0.95	-302.82	-484.30	-98.89	1275.11	1171.91
0.96	-302.44	-483.39	-98.72	1273.96	1173.01
0.97	-301.78	-483.50	-99.12	1275.00	1173.01
0.98	-302.31	-483.83	-99.22	1273.92	1171.56
0.99	-303.70	-483.24	-99.23	1275.43	1173.46
1.00	-302.48	-483.79	-98.88	1275.45	1173.82
1.01	-302.31	-483.14	-99.01	1276.59	1172.75
1.02	-302.81	-483.64	-99.44	1276.73	1174.05
1.03	-301.90	-485.12	-99.23	1276.60	1172.50
1.04	-302.16	-484.82	-98.96	1275.42	1172.29
1.05	-300.42	-484.06	-99.11	1275.46	1173.40
1.06	-301.74	-484.12	-99.42	1275.56	1173.18
1.07	-302.55	-482.76	-99.48	1276.75	1173.66
1.08	-302.09	-483.15	-99.17	1277.14	1173.07
1.09	-302.26	-482.80	-99.11	1275.43	1173.68
1.10	-301.58	-483.00	-99.49	1275.20	1173.10
1.11	-300.44	-483.51	-99.56	1274.51	1173.62
1.12	-301.90	-484.73	-99.32	1274.38	1172.87
1.13	-302.06	-482.69	-99.19	1275.08	1171.85
1.14	-302.95	-482.60	-99.41	1275.06	1173.25
1.15	-302.27	-482.08	-99.74	1275.07	1173.41
1.16	-302.42	-482.36	-99.29	1272.83	1173.26
1.17	-301.22	-483.59	-99.16	1274.52	1173.96
1.18	-302.34	-483.95	-99.50	1275.20	1172.77
1.19	-302.76	-483.93	-99.59	1276.28	1173.25
1.20	-302.47	-482.59	-99.65	1275.66	1172.65
1.21	-301.76	-484.31	-99.26	1275.61	1172.88
1.22	-301.78	-483.88	-99.48	1274.34	1173.57
1.23	-301.52	-483.45	-99.73	1274.50	1173.34
1.24	-301.90	-483.91	-99.50	1272.88	1172.47
1.25	-302.08	-482.81	-99.35	1277.54	1173.35
1.26	-302.07	-484.67	-99.39	1275.61	1174.01
1.27	-301.45	-482.71	-99.54	1275.74	1173.33
1.28	-301.75	-484.44	-99.72	1276.12	1173.15
1.29	-301.21	-483.44	-99.32	1275.79	1173.30
1.30	-301.95	-483.93	-99.22	1275.32	1172.84
1.31	-301.78	-483.95	-99.70	1279.22	1173.11
1.32	-302.90	-482.85	-99.53	1274.68	1170.87
1.33	-302.02	-483.58	-99.36	1274.84	1173.34
1.34	-302.25	-484.23	-99.29	1274.25	1173.46
1.35	-302.28	-482.19	-99.51	1272.32	1173.88
1.36	-301.55	-482.83	-99.85	1274.75	1173.24
1.37	-303.04	-482.74	-99.35	1273.17	1173.20
1.38	-302.07	-483.63	-99.19	1274.62	1174.65
1.39	-301.94	-483.17	-99.76	1275.87	1172.93
1.40	-302.50	-484.12	-99.59	1273.83	1173.08
1.41	-301.89	-483.03	-99.58	1274.74	1173.21
1.42	-302.05	-484.19	-99.19	1274.54	1173.32
1.43	-301.72	-483.88	-99.34	1274.70	1174.68
1.44	-302.32	-482.82	-99.77	1275.75	1173.38
1.45	-302.63	-483.25	-99.24	1273.43	1173.17
1.46	-302.23	-483.91	-99.27	1276.95	1172.96
1.47	-302.38	-484.09	-99.33	1275.56	1173.07
1.48	-301.72	-484.55	-99.46	1275.91	1173.41
1.49	-301.68	-483.88	-99.71	1274.43	1172.70
1.50	-301.32	-484.61	-99.07	1273.98	1173.38
1.51	-301.87	-483.86	-99.23	1274.67	1173.31
1.52	-302.21	-484.26	-99.54	1274.59	1173.31
1.53	-301.91	-484.34	-99.43	1276.04	1172.99
1.54	-302.22	-484.25	-99.35	1275.23	1175.03
1.55	-302.56	-484.76	-98.94	1274.52	1173.66
1.56	-302.35	-484.55	-99.27	1275.20	1172.92
1.57	-301.98	-484.11	-99.68	1275.72	1173.40
1.58	-302.54	-483.89	-99.06	1274.62	1172.52
1.59	-301.66	-483.79	-99.14	1277.42	1173.46
1.60	-302.26	-483.83	-99.26	1275.79	1173.30
1.61	-302.23	-483.30	-99.55	1274.75	1173.28
1.62	-301.66	-483.95	-99.46	1275.67	1173.60
1.63	-302.49	-484.04	-98.88	1275.86	1173.52
1.64	-302.59	-483.56	-99.19	1275.20	1172.71
1.65	-302.08	-483.81	-99.42	1269.69	1172.32
1.66	-302.01	-484.13	-99.21	1274.60	1173.45
1.67	-301.68	-483.23	-99.05	1275.18	1171.18
1.68	-302.16	-483.63	-98.90	1273.75	1173.48
1.69	-301.64	-483.00	-99.24	1276.00	1173.75
1.70	-302.55	-483.36	-99.27	1276.67	1173.73
1.71	-301.95	-483.20	-98.79	1275.76	1173.41
1.72	-302.07	-482.42	-98.93	1275.90	1174.63
1.73	-301.95	-482.86	-99.16	1275.35	1171.64
1.74	-302.87	-483.79	-99.21	1274.07	1173.56
1.75	-301.63	-483.68	-99.05	1273.91	1173.75
1.76	-301.79	-484.05	-98.73	1273.20	1173.85
1.77	-301.93	-485.67	-99.10	1276.09	1173.76
1.78	-302.62	-484.80	-99.30	1275.58	1175.30
1.79	-302.07	-483.92	-98.92	1276.09	1171.76
1.80	-301.63	-483.33	-99.00	1275.95	1173.18
1.81	-301.79	-482.51	-99.05	1274.46	1173.56
1.82	-301.98	-483.20	-99.33	1275.71	1173.42
1.83	-302.95	-484.25	-99.12	1276.30	1173.49
1.84	-302.36	-484.34	-98.83	1275.36	1176.59
1.85	-302.18	-483.59	-98.99	1275.73	1173.55
1.86	-303.60	-483.32	-99.36	1274.44	1173.75
1.87	-301.97	-483.00	-99.14	1272.60	1173.00
1.88	-301.25	-482.32	-99.01	1275.78	1173.82
1.89	-300.67	-483.88	-98.95	1275.32	1173.04
1.90	-302.10	-480.58	-99.43	1276.00	1174.44
1.91	-303.14	-483.40	-99.44	1277.44	1173.21
1.92	-303.26	-484.00	-99.10	1274.83	1173.82
1.93	-301.62	-483.14	-99.14	1274.19	1173.73
1.94	-301.77	-484.05	-99.48	1274.96	1173.91
1.95	-300.91	-484.36	-99.49	1275.08	1174.21
1.96	-301.56	-483.40	-99.32	1275.86	1173.15
1.97	-301.01	-482.87	-99.12	1274.49	1173.52
1.98	-301.25	-482.83	-99.42	1277.39	1172.94
1.99	-301.15	-484.23	-99.65	1275.86	1173.41
2.00	-301.93	-484.18	-99.33	1274.70	1173.72
2.01	-300.69	-484.56	-99.17	1274.85	1173.56
2.02	-301.23	-483.59	-99.22	1274.80	1173.67
2.03	-299.57	-483.19	-99.62	1274.03	1173.56
2.04	-301.79	-483.98	-99.65	1275.57	1173.32
2.05	-301.17	-483.42	-99.25	1274.65	1172.26
2.06	-302.40	-481.93	-99.38	1273.42	1174.12
2.07	-301.92	-483.42	-99.65	1274.80	1172.60
2.08	-302.27	-483.49	-99.53	1273.04	1173.01
2.09	-300.03	-482.42	-99.28	1275.07	1173.75
2.10	-301.20	-482.66	-99.21	1274.66	1173.62
2.11	-301.00	-482.80	-99.60	1274.17	1173.73
2.12	-302.21	-484.28	-99.67	1275.61	1173.88
2.13	-302.69	-483.10	-99.19	1274.43	1172.92
2.14	-301.91	-482.87	-99.37	1275.69	1173.39
2.15	-302.45	-482.67	-99.57	1273.99	1173.29
2.16	-301.82	-482.88	-99.65	1274.70	1174.01
2.17	-301.91	-483.99	-99.51	1276.74	1173.40
2.18	-302.06	-485.31	-99.18	1274.12	1171.98
2.19	-301.44	-483.62	-99.61	1273.89	1174.73
2.20	-302.02	-484.21	-99.77	1275.28	1173.45
2.21	-302.37	-482.96	-99.37	1274.12	1173.84
2.22	-301.69	-483.44	-99.28	1275.73	1175.67
2.23	-301.32	-483.34	-99.47	1275.26	1173.41
2.24	-301.38	-484.70	-99.56	1274.65	1176.34
2.25	-301.32	-483.85	-99.51	1274.27	1173.23
2.26	-302.00	-482.35	-99.18	1274.29	1173.45
2.27	-301.89	-483.10	-99.48	1272.71	1173.71
2.28	-301.95	-482.72	-99.72	1274.00	1173.27
2.29	-301.98	-485.76	-99.45	1274.69	1173.76
2.30	-301.57	-484.45	-99.36	1273.36	1175.84
2.31	-302.15	-483.53	-99.21	1275.81	1173.62
2.32	-300.67	-485.01	-99.59	1275.25	1173.61
2.33	-302.00	-483.78	-99.53	1274.38	1172.51
2.34	-302.72	-484.25	-99.19	1273.84	1172.96
2.35	-301.60	-483.27	-99.35	1275.45	1174.26
2.36	-302.24	-482.58	-99.39	1274.96	1173.46
2.37	-302.87	-484.62	-99.54	1274.02	1173.29
2.38	-301.30	-484.02	-99.34	1277.36	1173.47
2.39	-302.00	-483.89	-99.13	1273.86	1172.95
2.40	-301.91	-482.07	-99.49	1275.12	1173.62
2.41	-301.63	-482.99	-99.58	1274.78	1173.35
2.42	-301.59	-484.10	-99.24	1273.46	1174.39
2.43	-303.19	-483.27	-99.20	1274.79	1173.79
2.44	-302.40	-482.69	-99.17	1273.78	1173.50
2.45	-301.94	-484.23	-99.50	1273.36	1173.02
2.46	-302.80	-484.86	-99.42	1273.26	1173.29
2.47	-301.64	-484.28	-99.05	1275.47	1173.93
2.48	-302.29	-482.74	-99.30	1276.29	1173.35
2.49	-300.30	-483.85	-99.47	1274.81	1173.52
2.50	-302.09	-484.11	-99.44	1274.98	1173.84
2.51	-302.30	-484.37	-99.27	1275.07	1173.35
2.52	-301.68	-484.50	-99.06	1275.86	1172.40
2.53	-302.12	-483.00	-99.47	1275.63	1172.69
2.54	-300.69	-483.47	-99.46	1274.40	1173.18
2.55	-301.57	-484.36	-99.22	1274.83	1173.32
2.56	-300.99	-482.15	-99.09	1275.22	1173.48
2.57	-301.27	-483.91	-99.16	1278.14	1173.44
2.58	-301.61	-484.57	-99.40	1274.19	1172.67
2.59	-302.78	-485.01	-99.19	1274.81	1172.65
2.60	-302.23	-483.71	-98.94	1274.94	1172.74
2.61	-301.65	-482.89	-99.26	1274.85	1173.10
2.62	-301.61	-484.52	-99.46	1274.15	1172.57
2.63	-301.58	-483.21	-99.22	1277.48	1173.62
2.64	-301.76	-484.74	-99.01	1276.92	1173.13
2.65	-303.55	-482.83	-99.22	1274.62	1172.73
2.66	-302.83	-482.48	-99.36	1276.38	1172.88
2.67	-302.11	-485.30	-99.42	1274.77	1172.79
2.68	-301.60	-484.19	-98.97	1273.94	1174.15
2.69	-302.54	-484.34	-99.05	1274.82	1173.44
2.70	-301.07	-483.68	-99.41	1274.11	1174.93
2.71	-301.91	-484.17	-99.33	1274.80	1173.00
2.72	-301.03	-483.12	-99.03	1276.75	1173.28
2.73	-303.92	-483.51	-98.94	1274.41	1172.93
2.74	-301.73	-483.77	-99.18	1276.56	1174.14
2.75	-302.35	-483.20	-99.32	1276.87	1173.13
2.76	-301.99	-483.61	-98.92	1274.30	1174.39
2.77	-301.64	-484.10	-99.01	1275.01	1173.50
2.78	-301.85	-483.00	-99.23	1274.88	1173.15
2.79	-301.92	-483.74	-99.18	1275.95	1172.64
2.80	-301.74	-483.13	-99.13	1275.26	1172.53
2.81	-302.15	-484.98	-98.79	1274.90	1173.56
2.82	-301.72	-483.18	-99.11	1275.02	1172.22
2.83	-303.60	-483.81	-99.27	1275.54	1173.09
2.84	-300.99	-484.34	-98.91	1274.93	1173.28
2.85	-302.49	-484.99	-99.03	1275.87	1173.55
2.86	-302.08	-483.30	-99.02	1274.67	1173.62
2.87	-302.08	-483.64	-99.16	1276.01	1174.20
2.88	-301.41	-483.54	-99.18	1274.72	1175.25
2.89	-302.28	-484.67	-98.75	1275.91	1173.33
2.90	-303.50	-483.75	-99.09	1276.26	1173.40
2.91	-302.48	-483.65	-99.22	1274.91	1173.09
2.92	-301.61	-482.07	-99.13	1276.20	1173.39
2.93	-302.39	-481.67	-99.12	1275.78	1174.48
2.94	-302.14	-482.85	-98.79	1275.17	1173.35
2.95	-302.57	-484.11	-99.33	1277.20	1173.41
2.96	-301.89	-484.17	-99.23	1274.41	1173.56
2.97	-301.24	-484.53	-98.93	1277.53	1173.29
2.98	-302.46	-484.93	-99.14	1275.18	1173.64
2.99	-302.04	-484.56	-99.12	1275.54	1173.65
3.00	-302.11	-483.66	-99.41	1276.08	1176.19
3.01	-303.18	-484.52	-99.15	1275.01	1173.91
3.02	-301.59	-485.12	-98.89	1275.13	1173.17
3.03	-303.40	-483.43	-99.30	1277.01	1173.75
3.04	-301.47	-483.19	-99.42	1276.35	1173.32
3.05	-302.84	-484.91	-99.25	1275.13	1173.49
3.06	-301.11	-483.27	-99.12	1274.94	1175.64
3.07	-301.25	-483.61	-99.09	1274.42	1173.39
3.08	-302.13	-482.69	-99.43	1275.57	1173.91
3.09	-302.93	-484.74	-99.56	1276.74	1173.03
3.10	-301.09	-485.43	-98.99	1275.38	1172.17
3.11	-302.54	-485.08	-99.24	1276.43	1173.16
3.12	-303.20	-483.72	-99.30	1274.30	1173.37
3.13	-302.26	-482.65	-99.40	1274.56	1173.47
3.14	-302.05	-483.22	-99.13	1276.83	1174.39
3.15	-302.23	-482.83	-98.96	1275.96	1173.13
3.16	-302.62	-482.78	-99.44	1275.40	1172.94
3.17	-302.47	-482.99	-99.40	1274.96	1173.11
3.18	-302.69	-483.36	-99.05	1275.64	1173.04
3.19	-302.95	-484.84	-99.13	1274.55	1173.24
3.20	-301.99	-483.78	-99.23	1273.90	1173.38
3.21	-302.47	-482.87	-99.50	1274.51	1173.52
3.22	-301.16	-480.87	-99.29	1274.74	1173.31
3.23	-301.68	-483.72	-98.91	1275.15	1172.80
3.24	-302.75	-483.79	-99.29	1275.67	1173.59
3.25	-301.06	-483.87	-99.45	1276.18	1172.87
3.26	-301.43	-483.76	-99.26	1274.54	1172.44
3.27	-302.71	-485.05	-99.09	1274.83	1173.04
3.28	-302.48	-482.62	-99.11	1274.57	1174.69
3.29	-302.25	-484.10	-99.57	1274.99	1173.22
3.30	-301.81	-483.59	-99.29	1276.67	1172.93
3.31	-301.06	-484.01	-98.96	1274.72	1173.85
3.32	-302.00	-484.13	-99.13	1274.92	1173.33
3.33	-302.50	-484.77	-99.21	1274.06	1173.59
3.34	-302.12	-480.67	-99.38	1274.76	1173.09
3.35	-302.83	-483.53	-99.06	1275.52	1173.21
3.36	-301.72	-481.88	-98.93	1274.23	1172.75
3.37	-302.55	-483.95	-99.37	1276.32	1173.34
3.38	-301.89	-484.07	-99.20	1275.07	1173.45
3.39	-301.11	-483.55	-98.99	1275.37	1173.24
3.40	-301.54	-478.38	-98.99	1275.33	1173.43
3.41	-301.27	-483.55	-99.18	1275.42	1172.99
3.42	-300.84	-482.99	-99.30	1275.55	1172.99
3.43	-302.69	-483.56	-98.91	1276.59	1173.40
3.44	-301.80	-482.30	-98.76	1276.28	1172.11
3.45	-302.50	-482.93	-99.14	1273.81	1172.15
3.46	-301.53	-483.26	-99.22	1274.63	1171.97
3.47	-301.99	-483.31	-99.05	1274.61	1173.53
3.48	-301.60	-482.48	-98.91	1274.80	1173.33
3.49	-302.58	-483.44	-98.93	1276.72	1173.27
3.50	-301.29	-484.95	-99.36	1275.97	1173.82
3.51	-302.47	-485.38	-99.07	1275.66	1173.66
3.52	-301.55	-484.36	-98.73	1275.98	1173.33
3.53	-301.26	-482.22	-98.95	1273.98	1172.71
3.54	-302.01	-482.21	-99.06	1275.00	1173.50
3.55	-302.43	-483.45	-99.11	1277.60	1173.23
3.56	-302.33	-483.32	-98.89	1275.36	1173.05
3.57	-302.54	-484.40	-98.71	1274.92	1173.35
3.58	-300.81	-483.22	-99.32	1274.97	1173.31
3.59	-301.98	-484.68	-99.14	1275.03	1173.02
3.60	-301.00	-483.51	-98.76	1276.79	1173.13
3.61	-302.44	-484.60	-98.95	1276.20	1172.57
3.62	-300.82	-484.18	-98.96	1274.81	1172.07
3.63	-302.55	-483.40	-99.43	1275.05	1172.92
3.64	-302.54	-482.94	-98.90	1275.19	1173.50
3.65	-302.98	-483.47	-98.59	1274.64	1173.11
3.66	-301.75	-483.55	-99.16	1275.90	1172.00
3.67	-301.59	-485.16	-99.10	1276.00	1173.04
3.68	-301.36	-484.55	-99.02	1275.24	1174.90
3.69	-302.10	-484.43	-98.89	1274.99	1173.00
3.70	-303.56	-482.84	-98.80	1275.29	1172.52
3.71	-302.40	-484.00	-99.30	1274.80	1173.40
3.72	-301.75	-484.21	-98.97	1275.96	1173.00
3.73	-302.50	-482.90	-98.73	1274.61	1173.39
3.74	-301.46	-482.50	-98.88	1274.36	1174.72
3.75	-302.51	-484.17	-99.08	1275.76	1173.16
3.76	-301.07	-483.91	-99.22	1274.65	1173.10
3.77	-302.50	-483.38	-98.71	1275.61	1174.04
3.78	-302.15	-483.60	-98.77	1272.09	1173.53
3.79	-302.07	-483.18	-99.32	1275.46	1172.79
3.80	-302.35	-482.86	-99.02	1274.39	1172.07
3.81	-302.62	-485.04	-98.90	1274.11	1173.31
3.82	-301.71	-484.62	-98.88	1273.18	1173.55
3.83	-301.59	-483.04	-99.05	1273.56	1174.59
3.84	-301.19	-482.85	-99.25	1274.47	1173.06
3.85	-302.36	-483.50	-99.03	1274.58	1173.62
3.86	-301.96	-483.77	-98.85	1277.10	1173.26
3.87	-300.69	-483.29	-99.06	1275.54	1173.30
3.88	-302.57	-483.38	-99.20	1274.09	1173.11
3.89	-302.13	-484.95	-99.14	1275.40	1172.24
3.90	-301.21	-484.03	-98.73	1274.94	1173.06
3.91	-301.97	-484.06	-99.09	1274.18	1171.26
3.92	-301.27	-482.29	-99.48	1273.98	1173.91
3.93	-301.90	-483.76	-99.20	1275.24	1173.27
3.94	-302.44	-483.09	-98.93	1275.64	1173.05
3.95	-302.66	-483.66	-99.17	1274.74	1173.29
3.96	-301.72	-483.18	-99.32	1276.28	1173.09
3.97	-302.57	-483.46	-99.37	1275.15	1172.88
3.98	-302.64	-483.76	-98.93	1274.58	1173.55
3.99	-302.75	-483.80	-98.96	1275.41	1173.72
4.00	-300.52	-482.94	-99.48	1275.94	1173.29
4.01	-302.88	-484.09	-99.33	1274.49	1173.76
4.02	-301.61	-485.52	-99.13	1274.71	1173.44
4.03	-302.56	-482.72	-99.03	1274.50	1172.61
4.04	-301.86	-482.63	-99.36	1276.41	1173.24
4.05	-303.29	-484.22	-99.59	1276.13	1172.88
4.06	-302.50	-484.32	-99.22	1274.19	1172.86
4.07	-302.03	-483.82	-99.09	1274.02	1173.32
4.08	-302.66	-483.83	-99.49	1272.38	1173.13
4.09	-301.60	-484.03	-99.51	1274.11	1173.04
4.10	-302.53	-483.42	-99.49	1274.32	1172.67
4.11	-301.53	-484.76	-99.20	1275.60	1173.20
4.12	-301.94	-483.65	-99.24	1275.73	1172.66
4.13	-302.46	-483.94	-99.56	1275.71	1173.20
4.14	-301.11	-484.58	-99.38	1274.70	1172.51
4.15	-301.92	-484.12	-99.21	1274.53	1174.57
4.16	-303.30	-482.84	-99.29	1273.56	1174.13
4.17	-301.85	-483.91	-99.59	1274.40	1173.66
4.18	-302.09	-483.58	-99.56	1273.65	1173.38
4.19	-301.73	-483.17	-99.22	1275.14	1174.00
4.20	-301.77	-482.35	-99.25	1274.20	1174.04
4.21	-301.40	-485.04	-99.78	1274.02	1172.97
4.22	-302.23	-484.12	-99.68	1275.02	1173.32
4.23	-301.40	-484.14	-99.33	1274.28	1173.63
4.24	-301.41	-484.03	-99.24	1276.24	1173.26
4.25	-302.86	-487.15	-99.52	1274.41	1173.84
4.26	-301.79	-484.30	-99.74	1275.56	1173.52
4.27	-301.49	-484.39	-99.40	1276.60	1174.47
4.28	-300.87	-483.77	-99.16	1274.81	1173.55
4.29	-301.93	-485.10	-99.56	1275.20	1174.38
4.30	-301.94	-483.40	-99.60	1274.12	1173.58
4.31	-302.07	-483.71	-99.44	1276.60	1174.13
4.32	-301.88	-483.08	-99.28	1274.63	1173.77
4.33	-303.82	-483.33	-99.27	1274.74	1173.83
4.34	-301.66	-482.01	-99.76	1274.40	1173.46
4.35	-302.05	-483.49	-99.51	1274.45	1174.25
4.36	-301.75	-483.64	-99.28	1274.85	1173.61
4.37	-302.13	-482.74	-99.41	1274.22	1174.04
4.38	-302.16	-482.61	-99.60	1276.82	1173.30
4.39	-303.65	-483.62	-99.59	1274.65	1173.99
4.40	-302.13	-483.40	-99.20	1275.08	1173.49
4.41	-302.37	-483.91	-99.20	1272.77	1174.28
4.42	-301.56	-484.23	-99.81	1274.38	1174.02
4.43	-301.98	-483.52	-99.56	1275.75	1175.38
4.44	-301.20	-482.63	-99.35	1275.55	1173.70
4.45	-301.92	-483.65	-99.25	1276.42	1173.36
4.46	-300.87	-484.44	-99.41	1274.69	1173.66
4.47	-302.23	-484.05	-99.73	1278.00	1173.60
4.48	-301.73	-482.78	-99.32	1276.55	1173.79
4.49	-302.00	-482.46	-99.01	1273.99	1171.15
4.50	-302.13	-481.89	-99.46	1276.28	1173.33
4.51	-302.37	-483.64	-99.50	1275.29	1173.76
4.52	-300.83	-483.65	-99.50	1275.01	1173.67
4.53	-301.97	-483.45	-99.08	1276.01	1173.73
4.54	-301.50	-483.83	-99.34	1276.92	1173.50
4.55	-302.89	-483.56	-99.56	1275.24	1174.27
4.56	-302.56	-483.22	-99.31	1274.57	1173.69
4.57	-302.31	-483.56	-99.16	1275.69	1173.34
4.58	-301.85	-482.94	-99.17	1274.84	1173.39
4.59	-301.21	-484.65	-99.33	1275.88	1173.79
4.60	-303.34	-483.23	-99.50	1278.62	1172.21
4.61	-301.85	-485.90	-99.06	1275.58	1172.65
4.62	-300.49	-482.67	-99.04	1274.81	1173.28
4.63	-301.02	-483.81	-99.43	1276.04	1173.61
4.64	-301.03	-483.27	-99.30	1276.18	1173.32
4.65	-302.47	-483.98	-99.11	1275.75	1173.15
4.66	-300.82	-483.36	-98.94	1273.18	1173.06
4.67	-302.00	-488.07	-99.16	1276.01	1174.73
4.68	-302.56	-483.07	-99.57	1277.65	1173.30
4.69	-301.20	-482.51	-99.13	1275.76	1173.03
4.70	-301.59	-482.67	-99.00	1277.94	1173.28
4.71	-302.02	-485.05	-99.20	1275.82	1173.08
4.72	-301.56	-483.98	-99.35	1275.63	1172.61
4.73	-301.83	-484.46	-99.35	1274.26	1174.24
4.74	-300.93	-484.06	-98.99	1275.36	1173.22
4.75	-302.14	-483.07	-99.09	1274.98	1173.80
4.76	-301.33	-482.92	-99.46	1275.54	1173.30
4.77	-301.79	-484.44	-99.26	1274.35	1173.07
4.78	-301.55	-482.30	-99.05	1275.21	1173.65
4.79	-301.48	-484.64	-99.14	1276.20	1173.60
